YYYY_LOCAL,MM_LOCAL,DD_LOCAL,NEAR_CMMTY,PROVINCE,FUJITA,START_LAT_N,START_LON_W,END_LAT_N,END_LON_W,LENGTH_M,WIDTH_MAX_M,HUMAN_FATAL,HUMAN_INJ,DMG_THOUS
1980,8,15,Strathgartney,PE,0,46.2601,-63.3374,46.3015,-63.333,4630,,0,0,0
1980,8,16,Northport,NS,0,45.9313,-63.8643,45.9313,-63.8643,,20,0,0,0
1980,8,25,Lansdowne House,ON,0,52.1904,-87.989,52.2232,-87.846,10400,,0,0,0
1980,9,2,Houghton Centre,ON,0,42.5986,-80.6663,42.6081,-80.6299,3170,20,0,0,0
1980,9,2,Jarratt,ON,2,44.5841,-79.5831,44.584,-79.5709,970,10,0,0,0
1980,9,2,South Lancaster,ON,1,45.1325,-74.5018,45.1337,-74.4823,1500,,0,0,0
1980,9,22,Blenheim,ON,1,42.36,-82.0458,42.3534,-82.0198,2260,90,0,0,0
1980,9,22,Stratford,ON,0,43.3603,-80.9982,43.356,-80.9634,2860,120,0,0,760
1980,9,22,Primrose,ON,0,44.092,-80.1439,44.0877,-80.1205,1930,,0,0,11
1980,9,22,Woodbridge,ON,1,43.7871,-79.5717,43.7838,-79.5448,2210,,0,0,0
1980,9,22,Mariposa,ON,0,44.31,-78.9,44.3104,-78.8307,5500,,0,0,0
1980,9,22,Lakefield,ON,0,44.4291,-78.3588,44.4382,-78.2635,7650,50,0,0,0
1980,9,25,Teeswater,ON,2,43.98,-81.36,44.0189,-81.1721,10900,300,0,0,0
1980,9,28,Cape Traverse,PE,0,46.2342,-63.6298,46.2342,-63.6298,,,0,0,4
1981,3,30,Bothwell,ON,1,42.611,-81.961,42.621,-81.928,2760,,0,0,0
1981,3,30,Hickson,ON,0,43.217,-80.826,43.219,-80.823,350,,0,0,0
1981,5,16,Wakaw,SK,0,52.662,-105.753,52.662,-105.753,,,0,0,0
1981,6,3,Midland,ON,0,44.738,-79.914,44.738,-79.914,,,0,0,0
1981,6,16,Melita,MB,0,49.264,-100.971,49.264,-100.971,,,0,0,0
1981,6,5,Landonville,AB,1,53.58,-110.72,53.58,-110.72,,,0,0,0
1981,6,5,Clandonald,AB,0,53.58,-110.72,53.58,-110.72,,,0,0,0
1981,6,6,Harcourt,ON,1,45.121,-78.244,45.129,-78.055,15100,,0,0,0
1981,6,6,Clandonald,AB,1,53.58,-110.72,53.58,-110.72,,20,0,0,0
1981,6,10,Acton,ON,0,43.597,-80.05,43.585,-79.982,5650,300,0,0,0
1981,6,16,Gallivan,SK,0,52.764,-108.68,52.764,-108.68,,,0,0,0
1981,6,16,Delmas,SK,0,52.917,-108.6,52.917,-108.6,,,0,0,0
1981,7,16,Carnduff,SK,0,49.183,-101.8,49.183,-101.8,,,0,0,0
1981,7,2,Grandview,MB,0,51.17,-100.69,51.17,-100.69,,,0,0,0
1981,7,8,Scotchtown,NB,2,45.934,-66.161,45.9089,-66.13,3600,,0,0,10
1981,7,13,Edmonton,AB,1,53.54,-113.66,53.54,-113.66,,,0,0,0
1981,7,16,Boyle,AB,0,54.617,-112.892,54.617,-112.892,,,0,0,0
1981,7,16,Govan,SK,0,51.312,-104.983,51.312,-104.983,,,0,0,0
1981,7,16,Notre Dame de Lourdes,MB,0,49.526,-98.588,49.526,-98.588,,,0,0,0
1981,7,14,Rivière Qui Barre,AB,2,53.774,-113.843,53.774,-113.843,,,0,0,0
1981,7,18,Bond Head,ON,0,44.099,-79.644,44.096,-79.597,3610,,0,0,0
1981,7,19,Maple,ON,0,43.856,-79.534,43.824,-79.489,5130,,0,0,0
1981,7,19,Thornhill,ON,0,43.868,-79.49,43.807,-79.402,9730,,0,0,0
1981,7,19,Arden,ON,0,44.72,-76.91,44.72,-76.91,,,0,0,1000
1981,7,16,Sangudo,AB,0,53.91,-114.9,53.91,-114.9,,,0,0,0
1981,7,16,Torch River,SK,0,53.6,-105,53.6,-105,,,0,0,0
1981,7,29,Regina,SK,0,50.423,-104.72,50.423,-104.72,,,0,0,0
1981,8,4,Bradford,ON,0,44.124,-79.611,44.116,-79.545,5640,160,0,0,0
1981,8,5,Kronau,SK,1,50.3,-104.3,50.3,-104.3,,,0,0,0
1981,8,16,Aylesbury,SK,0,50.85,-105.733,50.85,-105.733,,,0,0,0
1981,8,8,Brantford,ON,0,43.13,-80.397,43.139,-80.312,7030,,0,0,0
1981,8,11,Niagara-on-the-Lake,ON,0,43.195,-79.096,43.199,-79.078,1490,,0,0,200
1981,8,16,Pense,SK,0,50.42,-104.98,50.42,-104.98,,,0,0,0
1981,8,16,Hughton,SK,1,51.245,-107.917,51.245,-107.917,,,0,0,0
1981,8,22,Wadena,SK,0,51.95,-103.783,51.95,-103.783,,,0,0,0
1981,8,16,Stenen,SK,0,51.817,-102.383,51.817,-102.383,,,0,0,0
1981,8,30,Plumas,MB,0,50.403,-99.068,50.403,-99.068,,,0,0,0
1981,9,10,Howe Island,ON,0,44.305,-76.272,44.295,-76.242,2500,80,0,0,0
1981,9,10,Shannonville,ON,1,44.253,-77.307,44.225,-77.154,12800,200,0,0,0
1981,9,10,Adolphus Reach,ON,0,44.112,-76.874,44.112,-76.874,,,0,0,0
1981,9,13,Sarnia,ON,0,43.005,-82.353,43.016,-82.321,2850,,0,0,0
1982,4,13,Adamsville,QC,1,45.2663,-72.812,45.2663,-72.812,,,0,0,0
1982,4,16,Cudworth,SK,0,52.488,-105.735,52.488,-105.735,,,0,0,0
1982,5,7,Coutts,AB,0,49,-111.97,49,-111.97,,,0,0,0
1982,5,16,Mayerthorpe,AB,1,53.95,-115.1315,53.95,-115.1315,,,0,0,0
1982,5,16,Fort Assiniboine,AB,0,54.331,-114.752,54.331,-114.752,,,0,0,0
1982,5,28,Dobbinton,ON,0,44.393,-81.134,44.38,-81.104,2650,60,0,0,2
1982,5,16,Magnolia,AB,0,53.62,-114.87,53.62,-114.87,,,0,0,0
1982,6,2,Gainford,AB,1,53.5815,-114.7815,53.5815,-114.7815,,,0,0,8
1982,6,2,Prince Albert,SK,0,53.2,-105.77,53.2,-105.77,,,0,0,0
1982,6,5,Delisle,SK,0,51.967,-107.417,51.967,-107.417,,,0,0,0
1982,6,6,Prince Albert,SK,0,53.2,-105.77,53.2,-105.77,,,0,0,0
1982,6,16,Entwhistle,AB,1,53.597,-114.982,53.597,-114.982,,,0,0,0
1982,6,15,Strathroy,ON,1,42.916,-81.634,42.929,-81.583,4300,20,0,0,0
1982,6,15,Chatham-Kent,ON,0,42.427,-82.262,42.429,-82.219,3500,,0,0,10
1982,6,16,Parkbeg,SK,0,50.45,-106.269,50.45,-106.269,,,0,0,0
1982,6,15,Burford,ON,0,43.07,-80.47,43.122,-80.377,11100,,0,0,0
1982,6,15,Port Burwell,ON,0,42.644,-80.808,42.65,-80.796,1040,,0,0,0
1982,6,22,Mississauga,ON,0,43.579,-79.63,43.574,-79.603,2230,,0,0,0
1982,6,22,Exeter,ON,1,43.33,-81.604,43.34,-81.5,8000,,0,0,0
1982,6,30,12 km NE of Lacombe,AB,1,52.53,-113.58,52.53,-113.58,,,0,0,100
1982,6,30,Dovercourt,AB,3,52.25,-114.85,52.25,-114.85,,,0,1,500
1982,6,30,24 km N of Viking,AB,2,53.318,-111.778,53.318,-111.778,,,0,0,0
1982,6,30,Kinsella,AB,1,53,-111.53,53,-111.53,,,0,0,0
1982,7,16,Golden Prairie,SK,1,50.233,-109.55,50.233,-109.55,,,0,0,0
1982,7,1,Consort,AB,1,52.02,-110.77,52.02,-110.77,,,0,0,0
1982,7,5,Obonga Lake,ON,1,49.96,-89.34,49.96,-89.34,,,0,0,0
1982,7,16,Langdon,AB,0,50.968,-113.673,50.968,-113.673,,,0,0,0
1982,7,11,Clive,AB,0,52.47,-113.45,52.47,-113.45,,,0,0,0
1982,7,16,Jackfish Lake,AB,0,53.48,-114.24,53.48,-114.24,,,0,0,0
1982,7,16,Barrhead,AB,1,54.145,-114.449,54.145,-114.449,,,0,0,0
1982,7,16,Duffield,AB,1,53.5315,-114.35,53.5315,-114.35,,,0,0,0
1982,7,16,Benalto,AB,0,52.292,-114.262,52.292,-114.262,,,0,0,0
1982,7,16,Sylvan Lake,AB,0,52.308,-114.096,52.308,-114.096,,,0,0,0
1982,7,16,Stony Plain,AB,1,53.53,-114.0065,53.53,-114.0065,,,0,0,0
1982,7,16,Lacombe,AB,1,52.467,-113.771,52.467,-113.771,,,0,0,0
1982,7,16,Wetaskiwin,AB,0,52.967,-113.344,52.967,-113.344,,,0,0,0
1982,7,16,Sherwood Park,AB,0,53.5,-113.224,53.5,-113.224,,,0,0,0
1982,7,16,Vegreville,AB,0,53.5,-112.05,53.5,-112.05,,,0,0,0
1982,7,16,Colgate,SK,1,49.401,-103.895,49.401,-103.895,,,0,0,0
1982,7,16,Emerson,MB,0,49.001,-97.22,49.001,-97.22,,,0,0,0
1982,7,16,Hadashville,MB,0,49.68,-95.9,49.68,-95.9,,,0,0,0
1982,7,16,Melita,MB,0,49.27,-100.99,49.27,-100.99,,,0,0,0
1982,7,16,32 km SW of Portage la Prairie,MB,0,49.805,-98.594,49.805,-98.594,,,0,0,0
1982,7,16,St. Alphonse,MB,0,49.43,-99,49.43,-99,,,0,0,0
1982,7,16,Morden,MB,0,49.49,-98.1,49.49,-98.1,,,0,0,0
1982,7,18,Crowes Landing,ON,0,44.56,-78.06,44.56,-78.06,,,0,0,0
1982,7,16,Lucky Lake,AB,0,53.741,-113.005,53.741,-113.005,,,0,0,0
1982,7,19,Bathurst,NB,1,47.6,-65.6,47.6,-65.6,,,0,0,10
1982,7,19,Carrot River,SK,1,53.293,-103.485,53.293,-103.485,,,0,0,0
1982,7,16,Rocky Mountain House,AB,0,52.37,-114.92,52.37,-114.92,,,0,0,0
1982,8,16,Carnduff,SK,0,49.067,-101.7,49.067,-101.7,,,0,0,0
1982,8,8,Cochrane,ON,0,49.038,-81.388,49.126,-81.383,9820,,0,0,100
1982,8,11,Ponteix,SK,2,49.75,-107.48,49.75,-107.48,,,0,0,0
1982,8,11,Alix,AB,0,52.394,-113.194,52.394,-113.194,,,0,0,0
1982,8,11,Edgerton,AB,0,52.759,-110.486,52.759,-110.486,,,0,0,0
1982,8,11,Prince Albert,SK,0,53.2,-105.77,53.2,-105.77,,,0,0,0
1982,8,11,Marshall,SK,1,53.194,-109.767,53.194,-109.767,,,0,0,0
1982,8,11,14 km E of Stettler,AB,0,52.32,-112.72,52.32,-112.72,,,0,0,0
1982,8,14,Near Denholm,SK,1,52.61,-107.86,52.61,-107.86,,,0,0,0
1982,8,14,Decker,MB,0,50.27,-100.78,50.27,-100.78,,,0,0,0
1982,8,15,Vauxhall,AB,0,50.07,-112.12,50.07,-112.12,,,0,0,0
1982,8,15,Shamattawa,MB,0,55.85,-92.08,55.85,-92.08,,,0,0,0
1982,8,17,Sylvania,SK,1,52.767,-103.8,52.767,-103.8,,,0,0,0
1982,8,18,Hardy,SK,1,49.567,-104.717,49.567,-104.717,,,0,0,0
1982,8,19,Mattawa,ON,0,46.3,-78.7,46.3,-78.7,,,0,0,0
1982,8,25,Mount Brydges,ON,1,42.893,-81.55,42.902,-81.371,14400,,0,0,0
1982,8,25,London,ON,1,42.936,-81.326,42.952,-81.112,14900,20,0,0,0
1982,9,10,Wilmot ,PE,0,46.4002,-63.7538,46.4002,-63.7538,,,0,0,0
1982,9,10,Calgary,AB,1,51.05,-114.08,51.05,-114.08,,,0,0,0
1983,5,2,Walpole Island,ON,2,42.542,-82.615,42.6087,-82.4574,15000,,0,1,1000
1983,5,2,Reeces Corners,ON,4,42.905,-82.238,43.041,-81.97,30000,400,0,13,20000
1983,5,2,Cambridge,ON,2,43.38,-80.414,43.434,-80.304,10500,,0,0,0
1983,5,2,Kettleby,ON,1,43.961,-79.606,44.081,-79.406,21600,,0,0,0
1983,5,2,Rexdale #1,ON,0,43.738,-79.609,43.814,-79.553,9930,,0,0,0
1983,5,2,Rexdale #2,ON,0,43.705,-79.596,43.749,-79.57,5930,,0,0,1200
1983,5,2,Rexdale #3,ON,0,43.736,-79.589,43.786,-79.547,5870,,0,0,0
1983,5,16,Delia,AB,0,51.63,-112.38,51.63,-112.38,,,0,0,0
1983,5,16,Czar,AB,0,52.454,-110.83,52.454,-110.83,,,0,0,0
1983,5,16,Bengough,SK,1,49.45,-105.03,49.45,-105.03,,,0,0,0
1983,5,29,Silton,SK,0,50.8,-104.917,50.8,-104.917,,,0,0,0
1983,6,20,Bird's Hill Park,MB,0,49.98,-96.91,49.98,-96.91,,,0,0,0
1983,6,20,Tyndall,MB,0,50.08,-96.66,50.08,-96.66,,,0,0,0
1983,6,20,Lumsden,SK,0,50.64,-104.87,50.64,-104.87,,,0,0,0
1983,6,16,Green Ridge,MB,0,49.16,-97,49.16,-97,,,0,0,0
1983,6,24,Big Valley,AB,1,52.035,-112.745,52.035,-112.745,,,0,0,0
1983,6,16,Round Hill,AB,0,53.1685,-112.6315,53.1685,-112.6315,,,0,0,0
1983,6,16,Coleville,SK,0,51.708,-109.253,51.708,-109.253,,,0,0,0
1983,6,16,Jackfish Lake,SK,0,53.067,-108.383,53.067,-108.383,,,0,0,0
1983,6,16,Prince Albert,SK,0,53.114,-105.838,53.114,-105.838,,,0,0,0
1983,6,16,Chamberlain,SK,0,50.851,-105.569,50.851,-105.569,,,0,0,0
1983,6,24,Strasbourg,SK,0,51.07,-104.95,51.07,-104.95,,,0,0,0
1983,6,24,Vegreville,AB,0,53.4995,-112.05,53.4995,-112.05,,,0,0,0
1983,6,24,Marengo,SK,0,51.48,-109.78,51.48,-109.78,,,0,0,0
1983,6,24,Yellow Grass,SK,0,49.85,-104.05,49.85,-104.05,,,0,0,0
1983,7,1,Dolbeau-Mistanssini,QC,2,48.8152,-72.3136,48.8152,-72.3136,,,0,10,300
1983,7,5,Beaverhill Lake,AB,0,53.43,-112.55,53.43,-112.55,,,0,0,0
1983,7,16,Olds,AB,0,51.78,-114.1,51.78,-114.1,,,0,0,0
1983,7,16,16 km SE of Innisfail,AB,0,51.95,-113.8,51.95,-113.8,,,0,0,0
1983,7,16,Rolling Hills,AB,1,50.22,-111.77,50.22,-111.77,,,0,0,0
1983,7,6,Pine Lake,AB,0,52.12,-113.48,52.12,-113.48,,,0,0,0
1983,7,8,Cadillac,SK,1,49.73,-107.75,49.73,-107.75,,,0,0,0
1983,7,16,Gull Lake,SK,1,50.086,-108.469,50.086,-108.469,,,0,0,0
1983,7,8,Lloydminster,AB,3,53.28,-110.02,53.28,-110.02,,,0,0,1000
1983,7,8,Elk Point,AB,2,53.9075,-110.8975,53.9075,-110.8975,,,0,0,0
1983,7,9,Regina,SK,1,50.45,-104.62,50.45,-104.62,,,0,0,0
1983,7,16,Regina,SK,2,50.473,-104.568,50.473,-104.568,,,0,0,0
1983,7,16,Fort Qu'Appelle,SK,0,50.779,-103.768,50.779,-103.768,,,0,0,0
1983,7,9,Oakburn,MB,0,50.5569,-100.58,50.5569,-100.58,,,0,0,0
1983,7,16,Raymond,AB,0,49.466,-112.651,49.466,-112.651,,,0,0,0
1983,7,20,Pennant,SK,3,50.53,-108.23,50.53,-108.23,,,0,0,5000
1983,7,16,Forgan,SK,1,51.26,-107.81,51.26,-107.81,,,0,0,0
1983,7,16,Stewart Valley,SK,1,50.59,-107.81,50.59,-107.81,,,0,0,0
1983,7,16,Buck Lake,AB,0,52.95,-114.78,52.95,-114.78,,,0,0,0
1983,7,25,Central Butte,SK,1,50.798,-106.52,50.798,-106.52,,,0,0,0
1983,7,29,Radville,SK,0,49.45,-104.28,49.45,-104.28,,,0,0,0
1983,7,29,Oakland,MB,0,50.1,-98.32,50.1,-98.32,,,0,0,0
1983,7,30,Arden,MB,0,50.3,-99.27,50.3,-99.27,,,0,0,0
1983,7,30,Gladstone,MB,0,50.23,-98.95,50.23,-98.95,,,0,0,0
1983,7,30,Oakland,MB,0,50.1,-98.32,50.1,-98.32,,,0,0,0
1983,8,16,Demmitt,AB,0,55.452,-119.893,55.452,-119.893,,,0,0,0
1983,8,2,DeBolt,AB,0,55.2185,-118.0185,55.2185,-118.0185,,,0,0,0
1983,8,3,Gander Bay South,NL,0,49.26,-54.49,49.26,-54.49,,,0,0,0
1983,8,16,Sylvan Lake,AB,0,52.32,-114.04,52.32,-114.04,,,0,0,0
1983,8,3,Ardrossan,AB,0,53.54,-113.121,53.54,-113.121,,,0,0,0
1983,8,4,MacGregor,MB,0,49.96,-98.78,49.96,-98.78,,,0,0,0
1983,8,16,Maxstone,SK,0,49.49,-106.03,49.49,-106.03,,,0,0,0
1983,8,16,Bittern Lake,AB,0,52.995,-113.122,52.995,-113.122,,,0,0,0
1983,8,18,Moose Jaw,SK,0,50.4,-105.53,50.4,-105.53,,,0,0,0
1983,8,25,Holland #1,MB,0,49.59,-98.88,49.59,-98.88,,,0,0,0
1983,8,25,Holland #2,MB,0,49.59,-98.88,49.59,-98.88,,,0,0,0
1983,8,25,Hilbre,MB,0,51.5,-98.59,51.5,-98.59,,,0,0,0
1983,8,28,Berwyn,AB,0,56.15,-117.7315,56.15,-117.7315,,,0,0,0
1983,8,30,Portage la Prairie,MB,0,49.97,-98.29,49.97,-98.29,,,0,0,0
1983,9,5,La Ronge,SK,0,55.08,-105.295,55.08,-105.295,,,0,0,0
1983,9,7,McNamee,NB,1,46.5123,-66.2817,46.527,-66.2229,4800,,0,0,0
1983,10,28,Saint-Polycarpe,QC,2,45.2889,-74.2661,45.2889,-74.2661,,,0,7,1000
1984,4,27,New Sarepta,AB,2,53.2685,-113.1315,53.2685,-113.1315,,,0,0,0
1984,4,28,Boyle,AB,1,54.5815,-112.8185,54.5815,-112.8185,,,0,0,0
1984,5,12,Broadview,SK,0,50.393,-102.579,50.393,-102.579,,,0,0,0
1984,5,12,Esterhazy,SK,0,50.64,-102.072,50.64,-102.072,,,0,0,0
1984,5,12,Whitewood to Wapella,SK,1,50.334,-102.262,50.1489,-102.0972,2350,,0,0,0
1984,5,15,13 km W of Mankota,SK,0,49.421,-107.245,49.421,-107.245,,,0,0,0
1984,5,16,Beaubier,SK,1,49.13,-104.08,49.13,-104.08,,,0,0,0
1984,5,16,Griffin,SK,1,49.67,-103.43,49.67,-103.43,,,0,0,0
1984,5,16,Outram,SK,1,49.14,-103.31,49.14,-103.31,,,0,0,0
1984,5,16,Estevan #1,SK,0,49.13,-102.98,49.13,-102.98,,,0,0,0
1984,5,16,Estevan #2,SK,1,49.13,-102.98,49.13,-102.98,,,0,0,0
1984,5,16,Evansburg,AB,0,53.6,-115.0185,53.6,-115.0185,,,0,0,0
1984,5,20,Burgis,SK,1,51.55,-102.45,51.55,-102.45,,,0,0,0
1984,5,20,Sunnyside,SK,0,53.9,-105.883,53.9,-105.883,,,0,0,0
1984,5,16,Spruce Grove,AB,0,53.534,-113.899,53.534,-113.899,,,0,0,0
1984,5,22,Coopers Falls,ON,0,44.78,-79.23,44.78,-79.23,,,0,0,0
1984,5,22,Cobden,ON,0,45.62,-76.88,45.62,-76.88,,,0,0,0
1984,6,6,Namao,AB,1,53.72,-113.48,53.72,-113.48,,,0,0,5
1984,6,12,13.7 km SW of Rocanville,SK,0,50.33,-101.812,50.33,-101.812,,,0,0,0
1984,6,13,McGregor,ON,0,42.14,-82.96,42.14,-82.96,,,0,0,0
1984,6,13,La Crete,AB,0,58.1815,-116.4,58.1815,-116.4,,,0,0,0
1984,6,16,Elie,MB,0,49.9,-97.76,49.9,-97.76,,,0,0,0
1984,6,18,Westport,ON,2,44.67,-76.378,44.678,-76.334,4590,150,0,0,500
1984,6,21,MacGregor,MB,0,49.96,-98.78,49.96,-98.78,,,0,0,0
1984,6,21,Lundar,MB,0,50.76,-98.03,50.76,-98.03,,,0,0,0
1984,6,21,Fisher Branch,MB,2,51.014,-97.617,51.014,-97.617,,,0,0,0
1984,6,22,Wynyard,SK,0,51.699,-104.165,51.699,-104.165,,,0,0,0
1984,6,22,Ashern,MB,0,51.17,-98.317,51.17,-98.317,,,0,0,0
1984,6,22,Marquette to Argyle,MB,2,50.044,-97.796,50.214,-97.449,31700,,0,0,0
1984,6,22,St. Ambroise,MB,1,50.085,-97.736,50.085,-97.736,,,0,0,0
1984,6,22,Manigotogan,MB,0,51.11,-96.3,51.11,-96.3,,,0,0,0
1984,6,28,Gull Lake,SK,0,50.09,-108.489,50.09,-108.489,,,0,0,0
1984,6,29,Rocky Rapids,AB,1,53.2815,-114.95,53.2815,-114.95,,,0,0,0
1984,6,29,Lake Wabamun Provincial Park,AB,1,53.4815,-114.5815,53.4815,-114.5815,,,0,0,0
1984,6,29,Stony Plain,AB,1,53.53,-114,53.53,-114,,,0,0,0
1984,6,29,Busby,AB,1,53.95,-113.8815,53.95,-113.8815,,,0,0,0
1984,6,29,Dapp,AB,2,54.3685,-113.7905,54.3685,-113.7905,,,0,0,0
1984,6,29,Lesser Slave Lake,AB,0,55.46,-115.13,55.46,-115.13,,,0,0,0
1984,6,29,Abee,AB,1,54.2315,-113.0315,54.2315,-113.0315,,,0,0,0
1984,6,29,Big Coulee,AB,3,54.8815,-113.2815,54.8815,-113.2815,,,1,1,0
1984,6,16,Baptiste Lake,AB,0,54.72,-113.57,54.72,-113.57,,,0,0,0
1984,6,16,Kindersley,SK,1,51.47,-109.17,51.47,-109.17,,,0,0,0
1984,6,16,Langham,SK,0,52.37,-106.97,52.37,-106.97,,,0,0,0
1984,6,29,Foremost,AB,1,49.48,-111.42,49.48,-111.42,,,0,0,0
1984,6,29,Minburn - Myrnam,AB,1,53.4917,-111.3,53.4917,-111.3,,,0,0,0
1984,7,6,Elora,ON,2,43.68,-80.42,43.68,-80.42,,30,0,0,20
1984,7,6,Erin,ON,0,43.76,-80.06,43.76,-80.06,,,0,0,0
1984,7,6,Chelmsford,ON,0,46.58,-81.19,46.58,-81.19,,,0,0,0
1984,7,6,Maymont,SK,0,52.559,-107.737,52.559,-107.737,,,0,0,0
1984,7,8,Virden,MB,0,49.85,-100.93,49.85,-100.93,,,0,0,0
1984,7,8,St. Claude to Haywood,MB,3,49.67,-98.35,49.6282,-98.1958,12100,,0,5,0
1984,7,8,Sperling to Rosenort,MB,1,49.481,-97.571,49.481,-97.571,,,0,0,0
1984,7,8,St. Malo,MB,1,49.32,-96.94,49.32,-96.94,,,0,0,0
1984,7,8,Big Trout Lake,ON,0,53.8,-89.8,53.7949,-89.7914,800,,0,0,0
1984,7,12,Wawanesa,MB,1,49.59,-99.68,49.59,-99.68,,,0,0,0
1984,7,15,Sheenboro to Bouchette,QC,3,45.9711,-77.2325,46.2033,-75.9583,102000,80,1,40,2000
1984,7,16,Tobin Lake,SK,1,53.518,-103.744,53.518,-103.744,,,0,0,0
1984,7,21,Herronton,AB,0,50.63,-113.42,50.63,-113.42,,,0,1,0
1984,7,21,Hargrave,MB,0,49.879,-101.088,49.879,-101.088,,,0,0,0
1984,8,16,35 km NW of Rimbey,AB,0,52.8,-114.63,52.8,-114.63,,,0,0,0
1984,8,8,Winnipeg Beach - Matlock,MB,0,50.49,-96.97,50.49,-96.97,100,,0,0,0
1984,8,8,Victoria Beach,MB,0,50.7,-96.56,50.7,-96.56,,,0,0,0
1984,8,8,Clandeboye,MB,0,50.24,-96.91,50.24,-96.91,,,0,0,0
1984,8,8,Reeces Corners,ON,0,42.98,-82.11,42.98,-82.11,,,0,0,0
1984,8,16,Fort Assiniboine,AB,1,54.3315,-114.7685,54.3315,-114.7685,,,0,0,0
1984,8,16,Campsie,AB,0,54.1315,-114.65,54.1315,-114.65,,,0,0,15
1984,8,16,Borradaile,AB,0,53.35,-110.7,53.35,-110.7,,,0,0,0
